"InvoiceID","PayerAccountId","LinkedAccountId","RecordType","RecordId","ProductName","RateId","SubscriptionId","PricingPlanId","UsageType","Operation","AvailabilityZone","ReservedInstance","ItemDescription","UsageStartDate","UsageEndDate","UsageQuantity","BlendedRate","BlendedCost","UnBlendedRate","UnBlendedCost","ResourceId","aws:autoscaling:groupName","aws:cloudformation:logical-id","aws:cloudformation:stack-name","user:CloudAppName","user:CloudPlatformName","user:CloudScriptTracabilityRequestUUID","user:Component","user:Context","user:DeploymentUID","user:Name","user:Product","user:Project","user:RoleName","user:Tenant","user:WhoCreated","user:role"
"118779924","431822766902","351758779527","LineItem","74733331159307653885418105","Amazon Elastic Compute Cloud","218677797","2047637","11232089","USW2-BoxUsage:t2.medium","RunInstances","us-west-2c","N","$0.0464 per On Demand Linux t2.medium Instance Hour","2017-11-01 06:00:00","2017-11-01 07:00:00","1.0000000000","0.0464000000","0.0464000000","0.0464000000","0.0464000000","i-0f02d384479e0b333","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:11:01@02:20#03B1F698-A2CE-4ED7-ACA9-0DD3628E6FC5","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74736614679752774185559730","Amazon Elastic Compute Cloud","218677797","2047637","11232089","USW2-BoxUsage:t2.medium","RunInstances","us-west-2c","N","$0.0464 per On Demand Linux t2.medium Instance Hour","2017-11-01 07:00:00","2017-11-01 08:00:00","1.0000000000","0.0464000000","0.0464000000","0.0464000000","0.0464000000","i-0f02d384479e0b333","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:11:01@02:20#03B1F698-A2CE-4ED7-ACA9-0DD3628E6FC5","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74740709856937137705883620","Amazon Elastic Compute Cloud","218679904","2047637","11232089","USW2-BoxUsage:m3.medium","RunInstances","us-west-2c","N","$0.067 per On Demand Linux m3.medium Instance Hour","2017-11-01 08:00:00","2017-11-01 09:00:00","1.0000000000","0.0670000000","0.0670000000","0.0670000000","0.0670000000","i-06ec98cec7fceddb5","autoscalinggroup-pcc-current-costAllocationUnit-probes-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrentCostAllocationUnitProbes","","","CloudCostProbeControlCenterCurrentCostAllocationUnitProbes","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74740709856937137705883621","Amazon Elastic Compute Cloud","218679904","2047637","11232089","USW2-BoxUsage:m3.medium","RunInstances","us-west-2c","N","$0.067 per On Demand Linux m3.medium Instance Hour","2017-11-01 08:00:00","2017-11-01 09:00:00","1.0000000000","0.0670000000","0.0670000000","0.0670000000","0.0670000000","i-09e6d175bc8df00f4","autoscalinggroup-pcc-current-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrent","","","CloudCostProbeControlCenterCurrent","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74740746750425285125162923","Amazon Elastic Compute Cloud","218677797","2047637","11232089","USW2-BoxUsage:t2.medium","RunInstances","us-west-2c","N","$0.0464 per On Demand Linux t2.medium Instance Hour","2017-11-01 08:00:00","2017-11-01 09:00:00","1.0000000000","0.0464000000","0.0464000000","0.0464000000","0.0464000000","i-0f02d384479e0b333","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:11:01@02:20#03B1F698-A2CE-4ED7-ACA9-0DD3628E6FC5","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74743439975060046719698462","Amazon Elastic Compute Cloud","218679904","2047637","11232089","USW2-BoxUsage:m3.medium","RunInstances","us-west-2c","N","$0.067 per On Demand Linux m3.medium Instance Hour","2017-11-01 09:00:00","2017-11-01 10:00:00","0.9758330000","0.0670000000","0.0653808110","0.0670000000","0.0653808110","i-06ec98cec7fceddb5","autoscalinggroup-pcc-current-costAllocationUnit-probes-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrentCostAllocationUnitProbes","","","CloudCostProbeControlCenterCurrentCostAllocationUnitProbes","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74743439975060046719698463","Amazon Elastic Compute Cloud","218679904","2047637","11232089","USW2-BoxUsage:m3.medium","RunInstances","us-west-2c","N","$0.067 per On Demand Linux m3.medium Instance Hour","2017-11-01 09:00:00","2017-11-01 10:00:00","0.9741670000","0.0670000000","0.0652691890","0.0670000000","0.0652691890","i-09e6d175bc8df00f4","autoscalinggroup-pcc-current-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrent","","","CloudCostProbeControlCenterCurrent","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74743569102268562686720176","Amazon Elastic Compute Cloud","218677797","2047637","11232089","USW2-BoxUsage:t2.medium","RunInstances","us-west-2c","N","$0.0464 per On Demand Linux t2.medium Instance Hour","2017-11-01 09:00:00","2017-11-01 10:00:00","1.0000000000","0.0464000000","0.0464000000","0.0464000000","0.0464000000","i-0f02d384479e0b333","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:11:01@02:20#03B1F698-A2CE-4ED7-ACA9-0DD3628E6FC5","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74746926409689977825008999","Amazon Elastic Compute Cloud","218677797","2047637","11232089","USW2-BoxUsage:t2.medium","RunInstances","us-west-2c","N","$0.0464 per On Demand Linux t2.medium Instance Hour","2017-11-01 10:00:00","2017-11-01 11:00:00","1.0000000000","0.0464000000","0.0464000000","0.0464000000","0.0464000000","i-0f02d384479e0b333","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:11:01@02:20#03B1F698-A2CE-4ED7-ACA9-0DD3628E6FC5","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74750781779201383121283022","Amazon Elastic Compute Cloud","218677797","2047637","11232089","USW2-BoxUsage:t2.medium","RunInstances","us-west-2c","N","$0.0464 per On Demand Linux t2.medium Instance Hour","2017-11-01 11:00:00","2017-11-01 12:00:00","1.0000000000","0.0464000000","0.0464000000","0.0464000000","0.0464000000","i-0f02d384479e0b333","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:11:01@02:20#03B1F698-A2CE-4ED7-ACA9-0DD3628E6FC5","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74753677918020955520777640","Amazon Elastic Compute Cloud","218679904","2047637","11232089","USW2-BoxUsage:m3.medium","RunInstances","us-west-2c","N","$0.067 per On Demand Linux m3.medium Instance Hour","2017-11-01 12:00:00","2017-11-01 13:00:00","1.0000000000","0.0670000000","0.0670000000","0.0670000000","0.0670000000","i-0c390aed05901076f","autoscalinggroup-pcc-current-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrent","","","CloudCostProbeControlCenterCurrent","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74753677918020955520777641","Amazon Elastic Compute Cloud","218679904","2047637","11232089","USW2-BoxUsage:m3.medium","RunInstances","us-west-2c","N","$0.067 per On Demand Linux m3.medium Instance Hour","2017-11-01 12:00:00","2017-11-01 13:00:00","1.0000000000","0.0670000000","0.0670000000","0.0670000000","0.0670000000","i-0e6170b1c1eab6950","autoscalinggroup-pcc-current-costAllocationUnit-probes-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrentCostAllocationUnitProbes","","","CloudCostProbeControlCenterCurrentCostAllocationUnitProbes","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74753124515698744234385924","Amazon Elastic Compute Cloud","218677797","2047637","11232089","USW2-BoxUsage:t2.medium","RunInstances","us-west-2c","N","$0.0464 per On Demand Linux t2.medium Instance Hour","2017-11-01 12:00:00","2017-11-01 13:00:00","1.0000000000","0.0464000000","0.0464000000","0.0464000000","0.0464000000","i-0f02d384479e0b333","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:11:01@02:20#03B1F698-A2CE-4ED7-ACA9-0DD3628E6FC5","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74756389589399790824787849","Amazon Elastic Compute Cloud","218679904","2047637","11232089","USW2-BoxUsage:m3.medium","RunInstances","us-west-2c","N","$0.067 per On Demand Linux m3.medium Instance Hour","2017-11-01 13:00:00","2017-11-01 14:00:00","0.9844440000","0.0670000000","0.0659577480","0.0670000000","0.0659577480","i-0e6170b1c1eab6950","autoscalinggroup-pcc-current-costAllocationUnit-probes-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrentCostAllocationUnitProbes","","","CloudCostProbeControlCenterCurrentCostAllocationUnitProbes","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74756389589399790824787848","Amazon Elastic Compute Cloud","218679904","2047637","11232089","USW2-BoxUsage:m3.medium","RunInstances","us-west-2c","N","$0.067 per On Demand Linux m3.medium Instance Hour","2017-11-01 13:00:00","2017-11-01 14:00:00","0.9825000000","0.0670000000","0.0658275000","0.0670000000","0.0658275000","i-0c390aed05901076f","autoscalinggroup-pcc-current-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrent","","","CloudCostProbeControlCenterCurrent","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74756315802423495986747424","Amazon Elastic Compute Cloud","218677797","2047637","11232089","USW2-BoxUsage:t2.medium","RunInstances","us-west-2c","N","$0.0464 per On Demand Linux t2.medium Instance Hour","2017-11-01 13:00:00","2017-11-01 14:00:00","1.0000000000","0.0464000000","0.0464000000","0.0464000000","0.0464000000","i-0f02d384479e0b333","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:11:01@02:20#03B1F698-A2CE-4ED7-ACA9-0DD3628E6FC5","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74758806112873446776241329","Amazon Elastic Compute Cloud","218677797","2047637","11232089","USW2-BoxUsage:t2.medium","RunInstances","us-west-2c","N","$0.0464 per On Demand Linux t2.medium Instance Hour","2017-11-01 14:00:00","2017-11-01 15:00:00","1.0000000000","0.0464000000","0.0464000000","0.0464000000","0.0464000000","i-0f02d384479e0b333","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:11:01@02:20#03B1F698-A2CE-4ED7-ACA9-0DD3628E6FC5","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
